"COUNTRY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"Taiwan",2012,-0.0162884474779749,-0.900223970824718,1.97037468061239,"-1.6%","-90%","197%"
"Thailand",2012,0.404320315993173,-24.2893556555731,Inf,"40.4%","-2428.9%","Inf%"
"Trinidad",2012,0.813860504528677,-4.8561766133994,Inf,"81.4%","-485.6%","Inf%"
"Turkey",2012,-0.0640606505592298,-0.376592822817156,0.308766531164553,"-6.4%","-37.7%","30.9%"
"Turkmenistan",2012,-0.0351635771550686,-0.986286002378304,2.67198018883112,"-3.5%","-98.6%","267.2%"
"UK",2012,0.21271668984599,-1,Inf,"21.3%","-100%","Inf%"
"USA",2012,-0.313145057778389,-0.556132945679406,-0.0369944177541132,"-31.3%","-55.6%","-3.7%"
"Ukraine",2012,-0.0136937616618463,-0.408744133238629,0.489341759265811,"-1.4%","-40.9%","48.9%"
"United Arab Emirates",2012,-0.236160766258211,-0.625153444019035,0.257068065952955,"-23.6%","-62.5%","25.7%"
"Uzbekistan",2012,-0.0778328160053818,-0.409733565468574,0.328623709340238,"-7.8%","-41%","32.9%"
"Venezuela",2012,-0.178572227274174,-0.473333569190181,0.173324928104015,"-17.9%","-47.3%","17.3%"
"Zambia",2012,-0.321425471520624,-0.953926171947421,0.617853690436953,"-32.1%","-95.4%","61.8%"
"Zimbabwe",2012,-0.387314496116673,-0.884304111624592,0.30742031285393,"-38.7%","-88.4%","30.7%"
"Albania",2013,0.0319484792191056,-1,Inf,"3.2%","-100%","Inf%"
"Armenia",2013,-0.477485857884525,-1,Inf,"-47.7%","-100%","Inf%"
"Aruba",2013,-0.481907739010482,-1,1.11167176567148,"-48.2%","-100%","111.2%"
"Australia",2013,0.13829492076898,-0.138075388633755,0.459889443084467,"13.8%","-13.8%","46%"
"Bangladesh",2013,-0.329069767291506,-1,Inf,"-32.9%","-100%","Inf%"
"Belarus",2013,0.0829463042695999,-1,Inf,"8.3%","-100%","Inf%"
"Bosnia and Herzegovina",2013,-0.14560402902713,-0.528984194282626,0.338991638736789,"-14.6%","-52.9%","33.9%"
"Botswana",2013,-0.199462821341056,-0.631641053689516,0.358113341646744,"-19.9%","-63.2%","35.8%"
"Brazil",2013,0.365020305860688,-0.817171365494861,3.187222484382,"36.5%","-81.7%","318.7%"
"Bulgaria",2013,-0.375846084027389,-0.820832523909458,0.166790269542355,"-37.6%","-82.1%","16.7%"
"Canada",2013,-0.0917943033098851,-0.748035568139643,0.939635227745701,"-9.2%","-74.8%","94%"
"Chile",2013,-0.0855821979451725,-0.714834245769067,0.931820627345448,"-8.6%","-71.5%","93.2%"
"China",2013,-0.241624466497627,-0.335521083814079,-0.142795218439446,"-24.2%","-33.6%","-14.3%"
"Colombia",2013,0.301751521690562,5.16911490268812,Inf,"30.2%","516.9%","Inf%"
"Croatia",2013,-0.017487589131289,-0.994453422298474,2.53426948432139,"-1.7%","-99.4%","253.4%"
"Cuba",2013,-0.00372861805471814,-0.274878466137987,0.313682128509602,"-0.4%","-27.5%","31.4%"
"Curacao",2013,1.45497691214818,-7.26061617103558,Inf,"145.5%","-726.1%","Inf%"
"Cyprus",2013,-0.366436308716103,-1,Inf,"-36.6%","-100%","Inf%"
"Czech Republic",2013,-0.590961573569419,-1,Inf,"-59.1%","-100%","Inf%"
"Egypt",2013,-0.0275864178862798,-0.632580102719602,0.867563808040063,"-2.8%","-63.3%","86.8%"
"Estonia",2013,0.502761412056162,-1,Inf,"50.3%","-100%","Inf%"
"France",2013,-0.425563849275143,-1,1.11968889717174,"-42.6%","-100%","112%"
"Georgia",2013,0.0840127585431982,-1,Inf,"8.4%","-100%","Inf%"
"Germany",2013,0.97929599167951,64.5303157052136,Inf,"97.9%","6453%","Inf%"
"Greece",2013,0.166834289651564,-0.960312113931717,3.22528883626631,"16.7%","-96%","322.5%"
"Guatemala",2013,0.113589697499339,-1,Inf,"11.4%","-100%","Inf%"
"Honduras",2013,0.316204662978337,11.0835534554322,Inf,"31.6%","1108.4%","Inf%"
"India",2013,0.0827308754278073,-0.0426095658476243,0.216565417073856,"8.3%","-4.3%","21.7%"
"Indonesia",2013,-0.0828351961775666,-0.460296976164687,0.385935131927863,"-8.3%","-46%","38.6%"
"Iran",2013,-0.219588453304829,-0.38164943246467,-0.0433738843397393,"-22%","-38.2%","-4.3%"
"Iraq",2013,-0.0591312876600557,-0.569686247248554,0.626331846487561,"-5.9%","-57%","62.6%"
"Israel",2013,-0.267589423473872,-0.940347215885561,0.80481461208489,"-26.8%","-94%","80.5%"
"Italy",2013,0.223340964279463,-1,Inf,"22.3%","-100%","Inf%"
"Jamaica",2013,0.0907629264618608,3.80505452455812,Inf,"9.1%","380.5%","Inf%"
"Jordan",2013,-0.116661346780954,-1,2.04216096380955,"-11.7%","-100%","204.2%"
"Kazakhstan",2013,-0.113615607491729,-0.517864447261422,0.408986926528661,"-11.4%","-51.8%","40.9%"
"Kuwait",2013,0.311812566113054,-0.367668592181252,1.31697438889123,"31.2%","-36.8%","131.7%"
"Lebanon",2013,-0.649671322566192,-1,Inf,"-65%","-100%","Inf%"
"Macedonia (FYROM)",2013,-0.272828545269445,-0.975224007836077,0.88620863886712,"-27.3%","-97.5%","88.6%"
"Mali",2013,0.19072174587708,-1,Inf,"19.1%","-100%","Inf%"
"Mexico",2013,0.134057100315168,-0.127358912308061,0.438241926858307,"13.4%","-12.7%","43.8%"
"Morocco",2013,-0.0465191249489963,-0.553327696783882,0.641822703573823,"-4.7%","-55.3%","64.2%"
"Namibia",2013,0.197881955166364,-0.821677732560566,2.28398532195905,"19.8%","-82.2%","228.4%"
"Oman",2013,-0.650118029277079,-1,0.183995878118206,"-65%","-100%","18.4%"
"Pakistan",2013,0.147724717129747,-0.334845695515634,0.781797815313449,"14.8%","-33.5%","78.2%"
"Peru",2013,2.338971390946,-1,Inf,"233.9%","-100%","Inf%"
"Poland",2013,-0.0131646968697832,-0.865789935597932,1.61172226491313,"-1.3%","-86.6%","161.2%"
"Portugal",2013,-0.592260276473744,-1,Inf,"-59.2%","-100%","Inf%"
"Puerto Rico",2013,-0.0730424696101791,-1,2.26088128524185,"-7.3%","-100%","226.1%"
"Qatar",2013,0.0338931399783142,-0.699397144825808,1.26287419967464,"3.4%","-69.9%","126.3%"
"Romania",2013,-0.610543870544926,-0.859384345367294,-0.336388346797407,"-61.1%","-85.9%","-33.6%"
"Russia",2013,-0.00695011527222766,-0.232416076430493,0.2480401564916,"-0.7%","-23.2%","24.8%"
"Saudi Arabia",2013,0.0010016911777011,-0.249531094402634,0.287209754034723,"0.1%","-25%","28.7%"
"Serbia",2013,0.0749820235510297,-0.434566529095113,0.776850673668738,"7.5%","-43.5%","77.7%"
"Singapore",2013,-0.242661732238779,-0.536410080311549,0.105232352310831,"-24.3%","-53.6%","10.5%"
"Slovakia",2013,0.688721456266871,-1,Inf,"68.9%","-100%","Inf%"
"South Africa",2013,-0.0247290675825531,-0.232599561851485,0.209047967535335,"-2.5%","-23.3%","20.9%"
"South Korea",2013,-0.0251052215170463,-0.795108016518713,1.32035025217438,"-2.5%","-79.5%","132%"
"Spain",2013,0.0247657070206888,-0.708988095558813,1.21893897483287,"2.5%","-70.9%","121.9%"
"Syria",2013,-0.737946759146112,-1,0.0155449156973662,"-73.8%","-100%","1.6%"
"Taiwan",2013,-0.104402829472862,-0.908724060703814,1.44382633568138,"-10.4%","-90.9%","144.4%"
"Thailand",2013,-0.152508622432531,-0.993830158447838,1.75469043467086,"-15.3%","-99.4%","175.5%"
"Trinidad",2013,0.00436637501657833,-0.981158444551826,2.7005364460061,"0.4%","-98.1%","270.1%"
"Turkey",2013,-0.103302716474004,-0.417539506326269,0.276244449021732,"-10.3%","-41.8%","27.6%"
"Turkmenistan",2013,-0.0896297579719916,-0.943374359884867,1.95741353107531,"-9%","-94.3%","195.7%"
"UK",2013,-0.463539431433113,-1,Inf,"-46.4%","-100%","Inf%"
"USA",2013,0.0415201177615225,-0.356738561010333,0.545089202695781,"4.2%","-35.7%","54.5%"
"Ukraine",2013,0.0588867802388686,-0.341552030756866,0.566220432070139,"5.9%","-34.2%","56.6%"
"United Arab Emirates",2013,-0.138985592191634,-0.658414459928354,0.566345222919419,"-13.9%","-65.8%","56.6%"
"Uzbekistan",2013,0.277439272204859,-0.140542122021268,0.801075484287383,"27.7%","-14.1%","80.1%"
"Venezuela",2013,0.0738072465683668,-0.318854172489463,0.563088291398339,"7.4%","-31.9%","56.3%"
"Zambia",2013,0.473416580787438,-0.84479673616388,3.96240416972245,"47.3%","-84.5%","396.2%"
"Zimbabwe",2013,0.172430079601155,-0.785955145157881,2.13928261721685,"17.2%","-78.6%","213.9%"
"Albania",2014,0.416617966791175,-1,Inf,"41.7%","-100%","Inf%"
"Armenia",2014,0.101666231143453,-1,Inf,"10.2%","-100%","Inf%"
"Aruba",2014,-0.17713768487462,-1,Inf,"-17.7%","-100%","Inf%"
"Australia",2014,-0.114507956239546,-0.327446430544578,0.125278514548903,"-11.5%","-32.7%","12.5%"
"Bangladesh",2014,0.639158330959042,-1,Inf,"63.9%","-100%","Inf%"
"Belarus",2014,0.0997700978342073,-1,Inf,"10%","-100%","Inf%"
"Bosnia and Herzegovina",2014,-0.110364399622812,-0.556881510802136,0.467956416514167,"-11%","-55.7%","46.8%"
"Botswana",2014,-0.609009003023133,-1,-0.0205006784466478,"-60.9%","-100%","-2.1%"
"Brazil",2014,-0.133070078693491,-0.821184498595473,0.990842725527383,"-13.3%","-82.1%","99.1%"
"Bulgaria",2014,0.0599963858857389,-0.703217175628905,1.47687407810629,"6%","-70.3%","147.7%"
"Canada",2014,0.0802208386944039,-0.701151039361683,1.3939442670742,"8%","-70.1%","139.4%"
"Chile",2014,-0.00109409370435465,-0.698304632469941,1.08223918088181,"-0.1%","-69.8%","108.2%"
"China",2014,-0.11337899907652,-0.239263153456786,0.0213700194773914,"-11.3%","-23.9%","2.1%"
"Colombia",2014,-0.521651497286199,-1,0.649178151887703,"-52.2%","-100%","64.9%"
"Croatia",2014,-0.456718745436725,-1,1.17859284023076,"-45.7%","-100%","117.9%"
"Cuba",2014,-0.0352123611919639,-0.305130506680936,0.275596285604313,"-3.5%","-30.5%","27.6%"
"Curacao",2014,-0.206078995905448,-0.902772993729865,1.14574097866968,"-20.6%","-90.3%","114.6%"
"Cyprus",2014,-0.224869460369672,-1,Inf,"-22.5%","-100%","Inf%"
"Czech Republic",2014,0.471895725480822,-1,Inf,"47.2%","-100%","Inf%"
"Egypt",2014,0.386480549038756,-0.396021570671707,1.59872316844746,"38.6%","-39.6%","159.9%"
"Estonia",2014,0.0263981078505833,-1,Inf,"2.6%","-100%","Inf%"
"France",2014,-0.318102847030324,-1,Inf,"-31.8%","-100%","Inf%"
"Georgia",2014,-0.0421913188338583,-1,Inf,"-4.2%","-100%","Inf%"
"Germany",2014,-0.362119728606329,-1,0.754092801252244,"-36.2%","-100%","75.4%"
"Greece",2014,-0.369080435837357,-1,1.02890742013581,"-36.9%","-100%","102.9%"
"Guatemala",2014,0.0304121093707415,-1,Inf,"3%","-100%","Inf%"
"Honduras",2014,-0.434906015334914,-1,1.30413586457401,"-43.5%","-100%","130.4%"
"India",2014,0.045091484838474,-0.0703310582248001,0.167582281690855,"4.5%","-7%","16.8%"
"Indonesia",2014,-0.128471438219501,-0.539753410892906,0.386902743493233,"-12.8%","-54%","38.7%"
"Iran",2014,0.0805975150588258,-0.151425869373926,0.34511156241464,"8.1%","-15.1%","34.5%"
"Iraq",2014,0.226792644557807,-0.39430113521242,1.13575219820118,"22.7%","-39.4%","113.6%"
"Israel",2014,0.247383511724103,-0.869002248404776,3.03537719571383,"24.7%","-86.9%","303.5%"
"Italy",2014,-0.16788236153548,-1,Inf,"-16.8%","-100%","Inf%"
"Jamaica",2014,-0.281622802253588,-1,1.2488921980839,"-28.2%","-100%","124.9%"
"Jordan",2014,0.185104935261758,5.6100286210396,Inf,"18.5%","561%","Inf%"
"Kazakhstan",2014,-0.0341384123774721,-0.499334291663365,0.572791537637181,"-3.4%","-49.9%","57.3%"
"Kuwait",2014,-0.00816921102228552,-0.470711883479595,0.607172950932626,"-0.8%","-47.1%","60.7%"
"Lebanon",2014,5.01353805256634,-1,Inf,"501.4%","-100%","Inf%"
"Macedonia (FYROM)",2014,0.0279299730995055,-1,2.8245080904902,"2.8%","-100%","282.5%"
"Mali",2014,0.0630586028128648,-1,Inf,"6.3%","-100%","Inf%"
"Mexico",2014,-0.16986819212006,-0.358276240753553,0.0395740092429804,"-17%","-35.8%","4%"
"Morocco",2014,0.0443224999282441,-0.523457709768143,0.835497213585245,"4.4%","-52.3%","83.5%"
"Namibia",2014,-0.344443815876032,-0.98789710573019,0.756338359060677,"-34.4%","-98.8%","75.6%"
"Oman",2014,0.895922826844786,-5.29013258931325,Inf,"89.6%","-529%","Inf%"
"Pakistan",2014,0.0661691130148048,-0.344367686973962,0.590018339146819,"6.6%","-34.4%","59%"
"Peru",2014,3.98111880057154,-7.29786270309567,Inf,"398.1%","-729.8%","Inf%"
"Poland",2014,0.0149813350040384,-0.848469321883909,1.7435024106848,"1.5%","-84.8%","174.4%"
"Portugal",2014,0.0317088985865184,-1,Inf,"3.2%","-100%","Inf%"
"Puerto Rico",2014,0.104960835950936,3.9431682231479,Inf,"10.5%","394.3%","Inf%"
"Qatar",2014,0.156430232540699,-0.600140223459695,1.38683080619229,"15.6%","-60%","138.7%"
"Romania",2014,-0.249530929394258,-0.942879479397191,0.810670334308649,"-25%","-94.3%","81.1%"
"Russia",2014,-0.00915626745267117,-0.237422559464356,0.248809491842848,"-0.9%","-23.7%","24.9%"
"Saudi Arabia",2014,0.0467148133268995,-0.209623440388885,0.342573497881459,"4.7%","-21%","34.3%"
"Serbia",2014,0.0831297227894616,-0.409449892901244,0.725802005027705,"8.3%","-40.9%","72.6%"
"Singapore",2014,-0.204539311054682,-0.584653584706993,0.267317143067752,"-20.5%","-58.5%","26.7%"
"Slovakia",2014,-0.403402879350005,-1,Inf,"-40.3%","-100%","Inf%"
"South Africa",2014,-0.0803697359153569,-0.283943524506904,0.146852912138763,"-8%","-28.4%","14.7%"
"South Korea",2014,0.10992703577127,-0.736889169936805,1.63960972384252,"11%","-73.7%","164%"
"Spain",2014,-0.229032515325575,-0.903825615874181,0.792516410472666,"-22.9%","-90.4%","79.3%"
"Syria",2014,2.16623755702515,-4.88563932158484,Inf,"216.6%","-488.6%","Inf%"
"Taiwan",2014,-0.1846377059726,-1,1.49223319570065,"-18.5%","-100%","149.2%"
"Thailand",2014,-0.288277176415017,-1,1.83132491864815,"-28.8%","-100%","183.1%"
"Trinidad",2014,-0.31430853211122,-1,1.39725702438937,"-31.4%","-100%","139.7%"
"Turkey",2014,0.0324867801630409,-0.333521658600208,0.48141785380189,"3.2%","-33.4%","48.1%"
"Turkmenistan",2014,0.0535791636026397,-0.888970412221195,2.09268734367394,"5.4%","-88.9%","209.3%"
"UK",2014,0.632822607336198,-1,Inf,"63.3%","-100%","Inf%"
"USA",2014,0.00188638913651462,-0.379738858373979,0.472535799210831,"0.2%","-38%","47.3%"
"Ukraine",2014,-0.0392822809361745,-0.418170477527899,0.421208070382703,"-3.9%","-41.8%","42.1%"
"United Arab Emirates",2014,0.204897542984187,-0.457465706385832,1.25772572624327,"20.5%","-45.7%","125.8%"
"Uzbekistan",2014,0.00574633820770121,-0.285062274987098,0.350758148550425,"0.6%","-28.5%","35.1%"
"Venezuela",2014,-0.0647556366566113,-0.412811014392924,0.359282308177935,"-6.5%","-41.3%","35.9%"
"Zambia",2014,0.0140958334725101,-0.720046275718325,1.11828919743313,"1.4%","-72%","111.8%"
"Zimbabwe",2014,-0.0344192472715293,-0.803702648413136,1.25807979064224,"-3.4%","-80.4%","125.8%"
"Albania",2015,-0.444747635841211,-1,Inf,"-44.5%","-100%","Inf%"
"Armenia",2015,0.474656629975389,-1,Inf,"47.5%","-100%","Inf%"
"Aruba",2015,0.317643197364633,-1,Inf,"31.8%","-100%","Inf%"
"Australia",2015,0.0717540681289242,-0.187254832056494,0.369931753983328,"7.2%","-18.7%","37%"
"Bangladesh",2015,-0.503255189491444,-1,Inf,"-50.3%","-100%","Inf%"
"Belarus",2015,-0.156773376964206,-1,Inf,"-15.7%","-100%","Inf%"
"Bosnia and Herzegovina",2015,0.0849783074821702,-0.475052173221426,0.859387695773722,"8.5%","-47.5%","85.9%"
"Botswana",2015,2.70654484741867,51.2615185546044,Inf,"270.7%","5126.2%","Inf%"
"Brazil",2015,-0.203689341340028,-1,1.15268592602778,"-20.4%","-100%","115.3%"
"Bulgaria",2015,-0.0973978589211797,-0.751170751519585,0.869491965127589,"-9.7%","-75.1%","86.9%"
"Canada",2015,0.328054567800133,-0.511521803751485,1.7565244471676,"32.8%","-51.2%","175.7%"
"Chile",2015,-0.261088898221599,-0.907049061489399,0.708611059304593,"-26.1%","-90.7%","70.9%"
"China",2015,-0.321278139675579,-0.445408429169221,-0.188958026464029,"-32.1%","-44.5%","-18.9%"
"Colombia",2015,0.851679155413659,-8.745192305749,Inf,"85.2%","-874.5%","Inf%"
"Croatia",2015,-0.134397169616868,-1,Inf,"-13.4%","-100%","Inf%"
"Cuba",2015,0.0534847665966698,-0.238321974203315,0.398348394850197,"5.3%","-23.8%","39.8%"
"Curacao",2015,-0.152709059775631,-0.969639421766248,1.43363152251394,"-15.3%","-97%","143.4%"
"Cyprus",2015,0.747445435885843,-1,Inf,"74.7%","-100%","Inf%"
"Czech Republic",2015,0.299497935222949,-1,Inf,"29.9%","-100%","Inf%"
"Egypt",2015,-0.289478612919423,-0.728307550786824,0.283886206428196,"-28.9%","-72.8%","28.4%"
"Estonia",2015,1.64043460399554,-1,Inf,"164%","-100%","Inf%"
"France",2015,0.329354520085148,-1,Inf,"32.9%","-100%","Inf%"
"Georgia",2015,-0.107755804930795,-1,Inf,"-10.8%","-100%","Inf%"
"Germany",2015,-0.313479018067023,-1,Inf,"-31.3%","-100%","Inf%"
"Greece",2015,1.29130452013859,41.9828361579353,Inf,"129.1%","4198.3%","Inf%"
"Guatemala",2015,-0.139991224986491,-1,Inf,"-14%","-100%","Inf%"
"Honduras",2015,0.325225741386021,-1,Inf,"32.5%","-100%","Inf%"
"India",2015,0.0324464236207282,-0.081734002371824,0.153290667088398,"3.2%","-8.2%","15.3%"
"Indonesia",2015,0.0277374245474409,-0.44939155808687,0.686033035005184,"2.8%","-44.9%","68.6%"
"Iran",2015,-0.173783528678603,-0.363312172909694,0.0352529912353678,"-17.4%","-36.3%","3.5%"
"Iraq",2015,-0.193889956881641,-0.621901439173537,0.351562580650422,"-19.4%","-62.2%","35.2%"
"Israel",2015,-0.19487315316289,-0.923355172365496,0.985919732340272,"-19.5%","-92.3%","98.6%"
"Italy",2015,0.243204913238759,-1,Inf,"24.3%","-100%","Inf%"
"Jamaica",2015,-0.0880232565388032,-1,Inf,"-8.8%","-100%","Inf%"
"Jordan",2015,-0.0478496392353976,-0.951714755703168,1.62375993230191,"-4.8%","-95.2%","162.4%"
"Kazakhstan",2015,0.0517116324310085,-0.49464610743034,0.777462738560517,"5.2%","-49.5%","77.7%"
"Kuwait",2015,0.18551694861367,-0.327838128661668,0.871489595730549,"18.6%","-32.8%","87.1%"
"Lebanon",2015,-0.224852283495898,-1,Inf,"-22.5%","-100%","Inf%"
"Macedonia (FYROM)",2015,-0.0383424211620762,-1,Inf,"-3.8%","-100%","Inf%"
"Mali",2015,0.16040591266294,-1,Inf,"16%","-100%","Inf%"
"Mexico",2015,0.0481312740996274,-0.200698630780393,0.332048426570294,"4.8%","-20.1%","33.2%"
"Morocco",2015,-0.0258865024620135,-0.546389837937639,0.706888908506252,"-2.6%","-54.6%","70.7%"
"Namibia",2015,1.17037306483803,-0.919469868012398,7.30065354040901,"117%","-91.9%","730.1%"
"Oman",2015,-0.0123652959552366,-0.989673026173615,2.68697357260321,"-1.2%","-99%","268.7%"
"Pakistan",2015,-0.227960708792168,-0.575614975840923,0.187439357934421,"-22.8%","-57.6%","18.7%"
"Peru",2015,0.461666165680922,-0.376611486445659,1.83295908254996,"46.2%","-37.7%","183.3%"
"Poland",2015,-0.224349741613232,-0.998203129435757,1.11139209841942,"-22.4%","-99.8%","111.1%"
"Portugal",2015,1.37825506008438,-1,Inf,"137.8%","-100%","Inf%"
"Puerto Rico",2015,0.113394278046149,-0.950611410852931,2.75118427303606,"11.3%","-95.1%","275.1%"
"Qatar",2015,-0.127066040757967,-0.702371428952861,0.718441003710186,"-12.7%","-70.2%","71.8%"
"Romania",2015,0.972558408129405,-0.723473179397577,5.43102221988061,"97.3%","-72.3%","543.1%"
"Russia",2015,-0.011066588398807,-0.245344788406139,0.254348689931851,"-1.1%","-24.5%","25.4%"
"Saudi Arabia",2015,0.0584535448756824,-0.185362242627375,0.337255109845521,"5.8%","-18.5%","33.7%"
"Serbia",2015,-0.301579496137156,-0.699637235978003,0.195439184433573,"-30.2%","-70%","19.5%"
"Singapore",2015,-0.0594014628960692,-0.535772207179099,0.592633585588722,"-5.9%","-53.6%","59.3%"
"Slovakia",2015,-0.11995034614575,-1,Inf,"-12%","-100%","Inf%"
"South Africa",2015,0.176262862205105,-0.0922157688841276,0.480474558124675,"17.6%","-9.2%","48%"
"South Korea",2015,-0.206697143028973,-0.867693956948093,0.846172007326397,"-20.7%","-86.8%","84.6%"
"Spain",2015,0.699352548639909,-0.691857576519845,3.97050552013811,"69.9%","-69.2%","397.1%"
"Syria",2015,-0.439657203629189,-1,0.779310169774544,"-44%","-100%","77.9%"
"Taiwan",2015,-0.181812369382334,-1,Inf,"-18.2%","-100%","Inf%"
"Thailand",2015,0.340542234477658,-1,Inf,"34.1%","-100%","Inf%"
"Trinidad",2015,0.405707350179625,30.3882200976334,Inf,"40.6%","3038.8%","Inf%"
"Turkey",2015,-0.136556715931745,-0.471470656843901,0.265998403323185,"-13.7%","-47.1%","26.6%"
"Turkmenistan",2015,0.00657614260453832,-0.907917014618477,1.79530313822556,"0.7%","-90.8%","179.5%"
"UK",2015,-0.0575002341304165,-1,Inf,"-5.8%","-100%","Inf%"
"USA",2015,-0.251910847472223,-0.59991997994758,0.168086251186363,"-25.2%","-60%","16.8%"
"Ukraine",2015,-0.185586155142467,-0.546977552025782,0.267140000558189,"-18.6%","-54.7%","26.7%"
"United Arab Emirates",2015,-0.0058322721719346,-0.49146399205807,0.632972503075802,"-0.6%","-49.1%","63.3%"
"Uzbekistan",2015,0.114267662632698,-0.189681592467048,0.471371999264541,"11.4%","-19%","47.1%"
"Venezuela",2015,0.0792639788768574,-0.323118704701289,0.582549544995377,"7.9%","-32.3%","58.3%"
"Zambia",2015,-0.738163399556003,-1,-0.0882551862837277,"-73.8%","-100%","-8.8%"
"Zimbabwe",2015,0.373296383256889,-0.653916675328081,2.32715804279308,"37.3%","-65.4%","232.7%"
"Albania",2016,1.36447821653648,-1,Inf,"136.4%","-100%","Inf%"
"Armenia",2016,0.262653706744727,-1,Inf,"26.3%","-100%","Inf%"
"Aruba",2016,-0.417757503160671,-1,Inf,"-41.8%","-100%","Inf%"
"Australia",2016,-0.197943608696508,-0.418762296708538,0.0487283767804079,"-19.8%","-41.9%","4.9%"
"Bangladesh",2016,1.28657156408647,-1,Inf,"128.7%","-100%","Inf%"
"Belarus",2016,-0.0767272676016556,-1,Inf,"-7.7%","-100%","Inf%"
"Bosnia and Herzegovina",2016,0.0863744517547891,-0.446724861046139,0.820941237634386,"8.6%","-44.7%","82.1%"
"Botswana",2016,-0.441097228925267,-0.767379157699851,-0.0295908786626659,"-44.1%","-76.7%","-3%"
"Brazil",2016,0.149897395596917,3.97617185997939,Inf,"15%","397.6%","Inf%"
"Bulgaria",2016,-0.564183212029167,-1,0.244253188958268,"-56.4%","-100%","24.4%"
"Canada",2016,-0.263411561865989,-0.766299867571606,0.412635176399857,"-26.3%","-76.6%","41.3%"
"Chile",2016,-0.0255352999400302,-0.922302301632927,1.9488399565692,"-2.6%","-92.2%","194.9%"
"China",2016,-0.215105197935082,-0.405087720998261,-0.00583439193964908,"-21.5%","-40.5%","-0.6%"
"Colombia",2016,-0.0180965343097885,-0.988246153332117,1.87004732124404,"-1.8%","-98.8%","187%"
"Croatia",2016,0.54750088182815,-1,Inf,"54.8%","-100%","Inf%"
"Cuba",2016,0.0450313354392919,-0.238144498503409,0.372523219339404,"4.5%","-23.8%","37.3%"
"Curacao",2016,-0.0408285923748545,-0.998661300545337,2.46260671656913,"-4.1%","-99.9%","246.3%"
"Cyprus",2016,-0.174785473619709,-1,Inf,"-17.5%","-100%","Inf%"
"Czech Republic",2016,0.175595694768567,-1,Inf,"17.6%","-100%","Inf%"
"Egypt",2016,0.00545942872910543,-0.687854632756649,1.07038539055054,"0.5%","-68.8%","107%"
"Estonia",2016,-0.586358679774809,-1,Inf,"-58.6%","-100%","Inf%"
"France",2016,-0.00972281836725986,-1,Inf,"-1%","-100%","Inf%"
"Georgia",2016,0.162485688216036,-1,Inf,"16.2%","-100%","Inf%"
"Germany",2016,-0.306742931073783,-1,Inf,"-30.7%","-100%","Inf%"
"Greece",2016,-0.11721467633733,-0.774761119661605,0.907823833334161,"-11.7%","-77.5%","90.8%"
"Guatemala",2016,-0.0448195433770253,-1,Inf,"-4.5%","-100%","Inf%"
"Honduras",2016,0.226182036116051,-32.0980952781946,Inf,"22.6%","-3209.8%","Inf%"
"India",2016,0.201064595136866,0.0760898969649173,0.334165992442527,"20.1%","7.6%","33.4%"
"Indonesia",2016,0.217906937828047,-0.273083156748193,0.864409944619806,"21.8%","-27.3%","86.4%"
"Iran",2016,0.393147113884938,0.0913939738612461,0.7451979596541,"39.3%","9.1%","74.5%"
"Iraq",2016,0.251135545090787,-0.411798448046669,1.21734231227937,"25.1%","-41.2%","121.7%"
"Israel",2016,0.439737513526493,-0.823495233465332,3.48397710055369,"44%","-82.3%","348.4%"
"Italy",2016,0.246108557062978,-1,Inf,"24.6%","-100%","Inf%"
"Jamaica",2016,0.432905957901638,84.169494979815,Inf,"43.3%","8416.9%","Inf%"
"Jordan",2016,-0.0348652979884897,-0.949553731553039,2.3201365856003,"-3.5%","-95%","232%"
"Kazakhstan",2016,-0.151467367385825,-0.624691043175129,0.498642069959781,"-15.1%","-62.5%","49.9%"
"Kuwait",2016,-0.268072384538638,-0.634198306359695,0.179252128507464,"-26.8%","-63.4%","17.9%"
"Lebanon",2016,0.281329127363453,-1,Inf,"28.1%","-100%","Inf%"
"Macedonia (FYROM)",2016,-0.0571952719384085,-1,Inf,"-5.7%","-100%","Inf%"
"Mali",2016,-0.414807075060386,-1,Inf,"-41.5%","-100%","Inf%"
"Mexico",2016,0.260340012730738,-0.00739494911214411,0.568876903052941,"26%","-0.7%","56.9%"
"Morocco",2016,0.0155322181579947,-0.53356114011128,0.767833860439266,"1.6%","-53.4%","76.8%"
"Namibia",2016,-0.562494569835681,-1,0.0759834346877486,"-56.2%","-100%","7.6%"
"Oman",2016,-0.666720326269779,-1,0.511571008644555,"-66.7%","-100%","51.2%"
"Pakistan",2016,0.288443146572036,-0.268341130352964,1.06568424397149,"28.8%","-26.8%","106.6%"
"Peru",2016,-0.390317683627018,-0.848446833440451,0.17071147594018,"-39%","-84.8%","17.1%"
"Poland",2016,-0.443545081428662,-1,1.26696665059722,"-44.4%","-100%","126.7%"
"Portugal",2016,0.904853557694564,-1,Inf,"90.5%","-100%","Inf%"
"Puerto Rico",2016,0.0211752872697428,-0.933085492475551,2.18146131559107,"2.1%","-93.3%","218.1%"
"Qatar",2016,-0.265883487978528,-0.897098556640013,0.64898249610088,"-26.6%","-89.7%","64.9%"
"Romania",2016,-0.581085770537905,-1,-0.0428529947135611,"-58.1%","-100%","-4.3%"
