"COUNTRY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"South Africa",2012,0.0130796057401561,-0.105087004053931,0.138612378115091,"1.3%","-10.5%","13.9%"
"South Korea",2012,0.0731045061117364,-0.520269946817489,0.974587882140444,"7.3%","-52%","97.5%"
"Spain",2012,0.017037672566641,-0.513953072636444,0.835570995715279,"1.7%","-51.4%","83.6%"
"Syria",2012,-0.264827206615319,-0.714196862042333,0.42317480263489,"-26.5%","-71.4%","42.3%"
"Taiwan",2012,-0.0162884474780907,5.99779051420374,Inf,"-1.6%","599.8%","Inf%"
"Thailand",2012,0.404320315992149,-4.97756517454008,Inf,"40.4%","-497.8%","Inf%"
"Trinidad",2012,0.813860504529363,-4.26062755811017,Inf,"81.4%","-426.1%","Inf%"
"Turkey",2012,-0.0640606505591643,-0.281219044397212,0.179395961549539,"-6.4%","-28.1%","17.9%"
"Turkmenistan",2012,-0.0351635771551013,-0.640261036169047,1.0187455711442,"-3.5%","-64%","101.9%"
"UK",2012,0.2127166898452,-0.890414780725647,3.05996698271506,"21.3%","-89%","306%"
"USA",2012,-0.313145057778426,-0.461717238105473,-0.152367500404349,"-31.3%","-46.2%","-15.2%"
"Ukraine",2012,-0.0136937616618396,-0.207488704374553,0.203881202739384,"-1.4%","-20.7%","20.4%"
"United Arab Emirates",2012,-0.236160766258365,-0.448888518420073,0.00350541678147875,"-23.6%","-44.9%","0.4%"
"Uzbekistan",2012,-0.0778328160059958,-0.316823556619192,0.203671188119447,"-7.8%","-31.7%","20.4%"
"Venezuela",2012,-0.178572227274027,-0.395202860261509,0.0668748278740581,"-17.9%","-39.5%","6.7%"
"Zambia",2012,-0.321425471520618,-0.835485924142471,0.337802599500526,"-32.1%","-83.5%","33.8%"
"Zimbabwe",2012,-0.387314496116591,-1,Inf,"-38.7%","-100%","Inf%"
"Albania",2013,0.0319484792187876,-1,Inf,"3.2%","-100%","Inf%"
"Armenia",2013,-0.477485857884331,-1,Inf,"-47.7%","-100%","Inf%"
"Aruba",2013,-0.481907739010453,-0.73911837588092,-0.199106720004234,"-48.2%","-73.9%","-19.9%"
"Australia",2013,0.138294920769024,-0.107126609923334,0.419793646064507,"13.8%","-10.7%","42%"
"Bangladesh",2013,-0.329069767291481,-1,Inf,"-32.9%","-100%","Inf%"
"Belarus",2013,0.0829463042725032,-1,Inf,"8.3%","-100%","Inf%"
"Bosnia and Herzegovina",2013,-0.145604029027239,-0.365158183027204,0.105817974976396,"-14.6%","-36.5%","10.6%"
"Botswana",2013,-0.199462821341044,-0.444317247964951,0.074588288112023,"-19.9%","-44.4%","7.5%"
"Brazil",2013,0.365020305860678,-0.6503557732536,2.35104226021786,"36.5%","-65%","235.1%"
"Bulgaria",2013,-0.375846084026944,-0.602989341324753,-0.128265586896661,"-37.6%","-60.3%","-12.8%"
"Canada",2013,-0.0917943033091283,-0.443984140554697,0.342271171947234,"-9.2%","-44.4%","34.2%"
"Chile",2013,-0.0855821979450678,-0.502471456837532,0.507669803234251,"-8.6%","-50.2%","50.8%"
"China",2013,-0.241624466497585,-0.284731966635541,-0.197461774110796,"-24.2%","-28.5%","-19.7%"
"Colombia",2013,0.301751521690708,6.98869800682105,Inf,"30.2%","698.9%","Inf%"
"Croatia",2013,-0.0174875891309542,-1,Inf,"-1.7%","-100%","Inf%"
"Cuba",2013,-0.00372861805506697,-0.234691740143494,0.259924790492891,"-0.4%","-23.5%","26%"
"Curacao",2013,1.45497691214873,41.7103228277296,Inf,"145.5%","4171%","Inf%"
"Cyprus",2013,-0.366436308715822,-1,Inf,"-36.6%","-100%","Inf%"
"Czech Republic",2013,-0.590961573569418,-1,0.622728695152121,"-59.1%","-100%","62.3%"
"Egypt",2013,-0.0275864178860465,-0.670042758223757,0.94713101078623,"-2.8%","-67%","94.7%"
"Estonia",2013,0.502761412060976,-1,Inf,"50.3%","-100%","Inf%"
"France",2013,-0.425563849274973,-0.938308649623504,0.270465849452712,"-42.6%","-93.8%","27%"
"Georgia",2013,0.084012758543335,-1,Inf,"8.4%","-100%","Inf%"
"Germany",2013,0.979295991679358,-0.707991212166644,5.20300540786359,"97.9%","-70.8%","520.3%"
"Greece",2013,0.166834289648857,-0.682182050160695,1.63646673548149,"16.7%","-68.2%","163.6%"
"Guatemala",2013,0.113589697499438,-25.9247398537869,Inf,"11.4%","-2592.5%","Inf%"
"Honduras",2013,0.316204662978224,-1,Inf,"31.6%","-100%","Inf%"
"India",2013,0.0827308754278502,-0.0215145228075881,0.192623019269335,"8.3%","-2.2%","19.3%"
"Indonesia",2013,-0.0828351961774861,-0.393106233399824,0.283058469782406,"-8.3%","-39.3%","28.3%"
"Iran",2013,-0.219588453304785,-0.338746245960138,-0.0933402096970967,"-22%","-33.9%","-9.3%"
"Iraq",2013,-0.0591312876601161,-0.372549953539582,0.305567905043831,"-5.9%","-37.3%","30.6%"
"Israel",2013,-0.267589423474007,-1,0.91015319146926,"-26.8%","-100%","91%"
"Italy",2013,0.22334096427829,-1,Inf,"22.3%","-100%","Inf%"
"Jamaica",2013,0.0907629264616721,-0.606537382447812,1.37663460073611,"9.1%","-60.7%","137.7%"
"Jordan",2013,-0.116661346780705,-1,Inf,"-11.7%","-100%","Inf%"
"Kazakhstan",2013,-0.113615607491561,-0.360086837569695,0.173559607945317,"-11.4%","-36%","17.4%"
"Kuwait",2013,0.311812566112804,0.0377418525437752,0.621347993647308,"31.2%","3.8%","62.1%"
"Lebanon",2013,-0.649671322563878,-1,Inf,"-65%","-100%","Inf%"
"Macedonia (FYROM)",2013,-0.272828545269501,-1,0.869788555974853,"-27.3%","-100%","87%"
"Mali",2013,0.190721745876947,-1,3.14620795180978,"19.1%","-100%","314.6%"
"Mexico",2013,0.134057100314994,-0.0184304791389748,0.300507887530818,"13.4%","-1.8%","30.1%"
"Morocco",2013,-0.0465191249497524,-0.4608355915436,0.472585693679255,"-4.7%","-46.1%","47.3%"
"Namibia",2013,0.19788195516692,-0.536846867608137,1.18695684237518,"19.8%","-53.7%","118.7%"
"Oman",2013,-0.650118029276991,-1,0.168664326764277,"-65%","-100%","16.9%"
"Pakistan",2013,0.147724717129772,-0.319438554345501,0.78209531376734,"14.8%","-31.9%","78.2%"
"Peru",2013,2.3389713909283,-1,Inf,"233.9%","-100%","Inf%"
"Poland",2013,-0.013164696869821,-0.496043476073334,0.613644491663645,"-1.3%","-49.6%","61.4%"
"Portugal",2013,-0.592260276472113,-1,Inf,"-59.2%","-100%","Inf%"
"Puerto Rico",2013,-0.0730424696101811,-0.995271162099218,1.54000020342831,"-7.3%","-99.5%","154%"
"Qatar",2013,0.0338931399788167,-0.308043844854175,0.458389552053953,"3.4%","-30.8%","45.8%"
"Romania",2013,-0.610543870544854,-0.748671494257646,-0.463613968006888,"-61.1%","-74.9%","-46.4%"
"Russia",2013,-0.00695011527369027,-0.130655196101227,0.125025780550322,"-0.7%","-13.1%","12.5%"
"Saudi Arabia",2013,0.0010016911776094,-0.136323290168019,0.146965224789394,"0.1%","-13.6%","14.7%"
"Serbia",2013,0.0749820235512597,-0.196444167152128,0.395170741262442,"7.5%","-19.6%","39.5%"
"Singapore",2013,-0.242661732238867,-0.447420130803681,-0.0113105325870406,"-24.3%","-44.7%","-1.1%"
"Slovakia",2013,0.688721456266548,-1,Inf,"68.9%","-100%","Inf%"
"South Africa",2013,-0.0247290675825178,-0.137576887383189,0.0954249130570597,"-2.5%","-13.8%","9.5%"
"South Korea",2013,-0.025105221516992,-0.521940755654333,0.651778575203382,"-2.5%","-52.2%","65.2%"
"Spain",2013,0.0247657070205796,-0.455603968907453,0.6455196092874,"2.5%","-45.6%","64.6%"
"Syria",2013,-0.737946759146437,-1,-0.188169308590772,"-73.8%","-100%","-18.8%"
"Taiwan",2013,-0.104402829472704,-0.970190289473566,2.04514416105645,"-10.4%","-97%","204.5%"
"Thailand",2013,-0.152508622432459,-0.909473755300474,1.2443648725033,"-15.3%","-90.9%","124.4%"
"Trinidad",2013,0.00436637501656145,-0.863040427175685,1.98120666506854,"0.4%","-86.3%","198.1%"
"Turkey",2013,-0.10330271647413,-0.310366474855486,0.134110340983091,"-10.3%","-31%","13.4%"
"Turkmenistan",2013,-0.0896297579719812,-0.534486216042073,0.545170467165835,"-9%","-53.4%","54.5%"
"UK",2013,-0.463539431432736,-1,0.388819223359138,"-46.4%","-100%","38.9%"
"USA",2013,0.0415201177615996,-0.201101301456583,0.319961329859597,"4.2%","-20.1%","32%"
"Ukraine",2013,0.0588867802389084,-0.132121481118036,0.271254146019474,"5.9%","-13.2%","27.1%"
"United Arab Emirates",2013,-0.138985592190912,-0.408981057216417,0.178407865286414,"-13.9%","-40.9%","17.8%"
"Uzbekistan",2013,0.277439272205671,-0.0204612468640872,0.619646442113676,"27.7%","-2%","62%"
"Venezuela",2013,0.073807246568192,-0.198687710614722,0.395748597938521,"7.4%","-19.9%","39.6%"
"Zambia",2013,0.473416580787394,-0.502553682551866,2.51022518800827,"47.3%","-50.3%","251%"
"Zimbabwe",2013,0.17243007960072,-1,Inf,"17.2%","-100%","Inf%"
"Albania",2014,0.416617966791258,-1,Inf,"41.7%","-100%","Inf%"
"Armenia",2014,0.101666231142902,-1,Inf,"10.2%","-100%","Inf%"
"Aruba",2014,-0.177137684874587,-0.644884098266725,0.500732277845566,"-17.7%","-64.5%","50.1%"
"Australia",2014,-0.114507956239537,-0.294616493518979,0.0857136436755028,"-11.5%","-29.5%","8.6%"
"Bangladesh",2014,0.639158330958897,-1,Inf,"63.9%","-100%","Inf%"
"Belarus",2014,0.0997700978325671,-1,Inf,"10%","-100%","Inf%"
"Bosnia and Herzegovina",2014,-0.110364399622775,-0.373984882708381,0.189111361896016,"-11%","-37.4%","18.9%"
"Botswana",2014,-0.609009003022919,-0.890998081341119,-0.298649420165841,"-60.9%","-89.1%","-29.9%"
"Brazil",2014,-0.133070078693382,-0.722255149256722,0.764230515354701,"-13.3%","-72.2%","76.4%"
"Bulgaria",2014,0.0599963858854176,-0.337293531715836,0.585730653841092,"6%","-33.7%","58.6%"
"Canada",2014,0.0802208386927719,-0.341505067201844,0.612064774215694,"8%","-34.2%","61.2%"
"Chile",2014,-0.00109409370431701,-0.43081738831966,0.534167980427416,"-0.1%","-43.1%","53.4%"
"China",2014,-0.113378999076536,-0.169196025743467,-0.0557995783731292,"-11.3%","-16.9%","-5.6%"
"Colombia",2014,-0.521651497287109,-1,0.798330398263575,"-52.2%","-100%","79.8%"
"Croatia",2014,-0.456718745437409,-1,Inf,"-45.7%","-100%","Inf%"
"Cuba",2014,-0.0352123611919486,-0.27170069756754,0.230179217207574,"-3.5%","-27.2%","23%"
"Curacao",2014,-0.20607899590543,-0.625199109903644,0.42319554739466,"-20.6%","-62.5%","42.3%"
"Cyprus",2014,-0.224869460370253,-1,Inf,"-22.5%","-100%","Inf%"
"Czech Republic",2014,0.471895725480819,-1,Inf,"47.2%","-100%","Inf%"
"Egypt",2014,0.38648054903816,-0.547009521736907,1.8327167098054,"38.6%","-54.7%","183.3%"
"Estonia",2014,0.0263981078525022,-1,Inf,"2.6%","-100%","Inf%"
"France",2014,-0.318102847030356,-1,1.29080829971596,"-31.8%","-100%","129.1%"
"Georgia",2014,-0.0421913188339244,-1,Inf,"-4.2%","-100%","Inf%"
"Germany",2014,-0.362119728606304,-0.859233815113609,0.336977780621538,"-36.2%","-85.9%","33.7%"
"Greece",2014,-0.369080435836765,-0.999763464204215,0.533249480105288,"-36.9%","-100%","53.3%"
"Guatemala",2014,0.0304121093708116,-0.969727973730421,1.78914114897253,"3%","-97%","178.9%"
"Honduras",2014,-0.434906015334712,-1,Inf,"-43.5%","-100%","Inf%"
"India",2014,0.0450914848383666,-0.0522592705773346,0.147417385058377,"4.5%","-5.2%","14.7%"
"Indonesia",2014,-0.128471438219604,-0.472486182773017,0.284530957029276,"-12.8%","-47.2%","28.5%"
"Iran",2014,0.0805975150589535,-0.0877966524774588,0.266526530143335,"8.1%","-8.8%","26.7%"
"Iraq",2014,0.22679264455786,-0.163227824831044,0.714395512459817,"22.7%","-16.3%","71.4%"
"Israel",2014,0.247383511724311,4.26480586505343,Inf,"24.7%","426.5%","Inf%"
"Italy",2014,-0.167882361537573,-1,Inf,"-16.8%","-100%","Inf%"
"Jamaica",2014,-0.281622802253403,-0.676989326997251,0.245540615316916,"-28.2%","-67.7%","24.6%"
"Jordan",2014,0.185104935261547,-4.25521533316306,Inf,"18.5%","-425.5%","Inf%"
"Kazakhstan",2014,-0.0341384123777007,-0.310782331179325,0.287447024700151,"-3.4%","-31.1%","28.7%"
"Kuwait",2014,-0.00816921102191881,-0.189862529089959,0.196685547367372,"-0.8%","-19%","19.7%"
"Lebanon",2014,5.01353805252463,-1,Inf,"501.4%","-100%","Inf%"
"Macedonia (FYROM)",2014,0.0279299730993019,-1,Inf,"2.8%","-100%","Inf%"
"Mali",2014,0.063058602812907,4.97132194273707,Inf,"6.3%","497.1%","Inf%"
"Mexico",2014,-0.169868192119859,-0.278845664543728,-0.0544009087286529,"-17%","-27.9%","-5.4%"
"Morocco",2014,0.0443224999285512,-0.432603124903435,0.664819318894801,"4.4%","-43.3%","66.5%"
"Namibia",2014,-0.344443815876305,-0.756047440548038,0.294329408351087,"-34.4%","-75.6%","29.4%"
"Oman",2014,0.89592282684383,-6.23118747279835,Inf,"89.6%","-623.1%","Inf%"
"Pakistan",2014,0.0661691130148734,-0.313717483426103,0.533584724475976,"6.6%","-31.4%","53.4%"
"Peru",2014,3.98111880057973,23.0575635150189,Inf,"398.1%","2305.8%","Inf%"
"Poland",2014,0.0149813350041041,-0.483748311709123,0.697997159804736,"1.5%","-48.4%","69.8%"
"Portugal",2014,0.0317088985808693,-1,Inf,"3.2%","-100%","Inf%"
"Puerto Rico",2014,0.10496083595088,-0.990951048176721,3.42964741629301,"10.5%","-99.1%","343%"
"Qatar",2014,0.156430232540335,-0.193314827825276,0.574204052648926,"15.6%","-19.3%","57.4%"
"Romania",2014,-0.249530929394363,-0.710767680269628,0.302240359526034,"-25%","-71.1%","30.2%"
"Russia",2014,-0.00915626745185705,-0.136288784979666,0.126480956774889,"-0.9%","-13.6%","12.6%"
"Saudi Arabia",2014,0.0467148133269055,-0.0959318141000769,0.201746793643486,"4.7%","-9.6%","20.2%"
"Serbia",2014,0.0831297227897627,-0.185341677931424,0.385555705559907,"8.3%","-18.5%","38.6%"
"Singapore",2014,-0.2045393110547,-0.46532771104535,0.0960743153057331,"-20.5%","-46.5%","9.6%"
"Slovakia",2014,-0.403402879350014,-1,Inf,"-40.3%","-100%","Inf%"
"South Africa",2014,-0.0803697359154344,-0.189338019390029,0.035096094330441,"-8%","-18.9%","3.5%"
"South Korea",2014,0.109927035771214,-0.438644575951671,0.863113362931333,"11%","-43.9%","86.3%"
"Spain",2014,-0.229032515325507,-0.741663331294279,0.407203880887392,"-22.9%","-74.2%","40.7%"
"Syria",2014,2.16623755702874,-11.1252156019764,Inf,"216.6%","-1112.5%","Inf%"
"Taiwan",2014,-0.184637705972357,-1,1.79077848288139,"-18.5%","-100%","179.1%"
"Thailand",2014,-0.288277176414723,-1,1.3242661514075,"-28.8%","-100%","132.4%"
"Trinidad",2014,-0.314308532111371,-1,0.776111227386221,"-31.4%","-100%","77.6%"
"Turkey",2014,0.0324867801632511,-0.193866450298404,0.288425803685859,"3.2%","-19.4%","28.8%"
"Turkmenistan",2014,0.0535791636026437,-0.371636020365275,0.624321568429214,"5.4%","-37.2%","62.4%"
"UK",2014,0.632822607335101,6.23103513992162,Inf,"63.3%","623.1%","Inf%"
"USA",2014,0.00188638913650463,-0.236995072701598,0.270101408430931,"0.2%","-23.7%","27%"
"Ukraine",2014,-0.0392822809361114,-0.221408764561153,0.158965325436534,"-3.9%","-22.1%","15.9%"
"United Arab Emirates",2014,0.20489754298366,-0.110303123949494,0.597371871650666,"20.5%","-11%","59.7%"
"Uzbekistan",2014,0.00574633820746873,-0.209451944758171,0.2502888650297,"0.6%","-20.9%","25%"
"Venezuela",2014,-0.0647556366566111,-0.288456080344386,0.188448271104695,"-6.5%","-28.8%","18.8%"
"Zambia",2014,0.0140958334725201,-0.582606569431113,0.715569582460974,"1.4%","-58.3%","71.6%"
"Zimbabwe",2014,-0.0344192472715026,-1,Inf,"-3.4%","-100%","Inf%"
"Albania",2015,-0.4447476358409,-1,Inf,"-44.5%","-100%","Inf%"
"Armenia",2015,0.474656629975412,137.127448700889,Inf,"47.5%","13712.7%","Inf%"
"Aruba",2015,0.317643197364644,-0.448511596055326,1.39085467751239,"31.8%","-44.9%","139.1%"
"Australia",2015,0.0717540681288709,-0.146493932490895,0.316127134908917,"7.2%","-14.6%","31.6%"
"Bangladesh",2015,-0.503255189491421,-1,Inf,"-50.3%","-100%","Inf%"
"Belarus",2015,-0.156773376963268,-1,Inf,"-15.7%","-100%","Inf%"
"Bosnia and Herzegovina",2015,0.0849783074822636,-0.256331337826637,0.494625128489322,"8.5%","-25.6%","49.5%"
"Botswana",2015,2.70654484741862,0.366171353234608,7.58583801334061,"270.7%","36.6%","758.6%"
"Brazil",2015,-0.203689341339876,-1,0.923898190361121,"-20.4%","-100%","92.4%"
"Bulgaria",2015,-0.0973978589215816,-0.432848754588274,0.298685575394793,"-9.7%","-43.3%","29.9%"
"Canada",2015,0.328054567800009,-0.129333194431836,0.913075085545996,"32.8%","-12.9%","91.3%"
"Chile",2015,-0.261088898221823,-0.719956656948058,0.297908594216685,"-26.1%","-72%","29.8%"
"China",2015,-0.321278139675586,-0.373370780840658,-0.267702134362259,"-32.1%","-37.3%","-26.8%"
"Colombia",2015,0.851679155416921,-6.0276752769598,Inf,"85.2%","-602.8%","Inf%"
"Croatia",2015,-0.134397169617199,-1,Inf,"-13.4%","-100%","Inf%"
"Cuba",2015,0.053484766596708,-0.194947683154259,0.343394583993329,"5.3%","-19.5%","34.3%"
"Curacao",2015,-0.15270905977569,-0.61474369930135,0.443566159865826,"-15.3%","-61.5%","44.4%"
"Cyprus",2015,0.747445435888332,-1,Inf,"74.7%","-100%","Inf%"
"Czech Republic",2015,0.299497935222994,33.638901191305,Inf,"29.9%","3363.9%","Inf%"
"Egypt",2015,-0.289478612919997,-0.830603458354641,0.523837598659837,"-28.9%","-83.1%","52.4%"
"Estonia",2015,1.64043460399637,-7.66636988584801,Inf,"164%","-766.6%","Inf%"
"France",2015,0.32935452008488,10.7086065406698,Inf,"32.9%","1070.9%","Inf%"
"Georgia",2015,-0.107755804930752,-1,Inf,"-10.8%","-100%","Inf%"
"Germany",2015,-0.313479018067015,-1,0.948918555007834,"-31.3%","-100%","94.9%"
"Greece",2015,1.29130452014066,-0.998202244475171,8.3453401420313,"129.1%","-99.8%","834.5%"
"Guatemala",2015,-0.139991224986724,-1,2.25928250411484,"-14%","-100%","225.9%"
"Honduras",2015,0.325225741385651,-1,Inf,"32.5%","-100%","Inf%"
"India",2015,0.0324464236208222,-0.0669085714470657,0.136499709074416,"3.2%","-6.7%","13.6%"
"Indonesia",2015,0.0277374245475084,-0.334473699034558,0.509779881358732,"2.8%","-33.4%","51%"
"Iran",2015,-0.173783528678625,-0.307524835475961,-0.030848115189869,"-17.4%","-30.8%","-3.1%"
"Iraq",2015,-0.193889956881789,-0.463637570081884,0.115372075419043,"-19.4%","-46.4%","11.5%"
"Israel",2015,-0.194873153162829,-0.919663557731259,0.837986020514979,"-19.5%","-92%","83.8%"
"Italy",2015,0.243204913244097,-1,Inf,"24.3%","-100%","Inf%"
"Jamaica",2015,-0.0880232565387039,-0.844802771996433,0.895785682209668,"-8.8%","-84.5%","89.6%"
"Jordan",2015,-0.047849639235495,-1,2.12494123437881,"-4.8%","-100%","212.5%"
"Kazakhstan",2015,0.0517116324310107,-0.285125509386502,0.442739241145668,"5.2%","-28.5%","44.3%"
"Kuwait",2015,0.185516948612812,0.000843239621234781,0.38825034038885,"18.6%","0.1%","38.8%"
"Lebanon",2015,-0.224852283495803,-1,Inf,"-22.5%","-100%","Inf%"
"Macedonia (FYROM)",2015,-0.0383424211618711,-1,Inf,"-3.8%","-100%","Inf%"
"Mali",2015,0.160405912662908,-1,2.45039821460441,"16%","-100%","245%"
"Mexico",2015,0.0481312740994144,-0.101843049392837,0.209485520955122,"4.8%","-10.2%","20.9%"
"Morocco",2015,-0.0258865024617706,-0.439613529952041,0.528889291766728,"-2.6%","-44%","52.9%"
"Namibia",2015,1.17037306483875,-0.147551323941837,3.11951660987167,"117%","-14.8%","312%"
"Oman",2015,-0.0123652959551858,-0.750547968003156,1.44212742197364,"-1.2%","-75.1%","144.2%"
"Pakistan",2015,-0.227960708792256,-0.599029168943003,0.203808715936515,"-22.8%","-59.9%","20.4%"
"Peru",2015,0.461666165680478,-0.00663032369375138,1.03311002996871,"46.2%","-0.7%","103.3%"
"Poland",2015,-0.224349741613183,-0.701608424298992,0.377248475511315,"-22.4%","-70.2%","37.7%"
"Portugal",2015,1.37825506008991,-1,Inf,"137.8%","-100%","Inf%"
"Puerto Rico",2015,0.113394278046103,-0.820399719639755,1.78290827468734,"11.3%","-82%","178.3%"
"Qatar",2015,-0.127066040758086,-0.387397862193686,0.179684223668085,"-12.7%","-38.7%","18%"
"Romania",2015,0.972558408129738,-0.0731782811557713,2.81851742225826,"97.3%","-7.3%","281.9%"
"Russia",2015,-0.0110665883989476,-0.14573894318205,0.132865852742282,"-1.1%","-14.6%","13.3%"
"Saudi Arabia",2015,0.0584535448756505,-0.0730145158594097,0.19920084876405,"5.8%","-7.3%","19.9%"
"Serbia",2015,-0.301579496137646,-0.524982978829806,-0.0503834378337645,"-30.2%","-52.5%","-5%"
"Singapore",2015,-0.059401462896104,-0.36746656145652,0.322685958269543,"-5.9%","-36.7%","32.3%"
"Slovakia",2015,-0.119950346145359,-1,Inf,"-12%","-100%","Inf%"
"South Africa",2015,0.176262862205046,0.0264955903646789,0.335599734055235,"17.6%","2.6%","33.6%"
"South Korea",2015,-0.206697143028884,-0.63226267887771,0.3477318818568,"-20.7%","-63.2%","34.8%"
"Spain",2015,0.699352548639368,-0.386815391467155,2.62058071495228,"69.9%","-38.7%","262.1%"
"Syria",2015,-0.439657203629384,-1,0.450592974961029,"-44%","-100%","45.1%"
"Taiwan",2015,-0.181812369382152,-1,Inf,"-18.2%","-100%","Inf%"
"Thailand",2015,0.340542234476815,-1,Inf,"34.1%","-100%","Inf%"
"Trinidad",2015,0.405707350179931,4.78966750535551,Inf,"40.6%","479%","Inf%"
"Turkey",2015,-0.136556715931878,-0.353642418092423,0.10379590314289,"-13.7%","-35.4%","10.4%"
"Turkmenistan",2015,0.00657614260454631,-0.41797020081536,0.515490512895429,"0.7%","-41.8%","51.5%"
"UK",2015,-0.0575002341308005,-0.883653698109669,1.2220948033407,"-5.8%","-88.4%","122.2%"
"USA",2015,-0.251910847472369,-0.474253370989466,-0.00242842743113691,"-25.2%","-47.4%","-0.2%"
"Ukraine",2015,-0.185586155142561,-0.36295956395871,0.0107890357764053,"-18.6%","-36.3%","1.1%"
"United Arab Emirates",2015,-0.00583227217203952,-0.235151516947589,0.245404150290681,"-0.6%","-23.5%","24.5%"
"Uzbekistan",2015,0.114267662632125,-0.105723698120054,0.360977200727999,"11.4%","-10.6%","36.1%"
"Venezuela",2015,0.0792639788766707,-0.194111001154935,0.390277301431185,"7.9%","-19.4%","39%"
"Zambia",2015,-0.73816339955605,-1,-0.291102202116708,"-73.8%","-100%","-29.1%"
"Zimbabwe",2015,0.373296383256845,-1,Inf,"37.3%","-100%","Inf%"
"Albania",2016,1.36447821653287,-1,Inf,"136.4%","-100%","Inf%"
"Armenia",2016,0.262653706744328,-0.94157151200476,3.04856452402231,"26.3%","-94.2%","304.9%"
"Aruba",2016,-0.417757503160643,-0.827652603430742,0.150129753987813,"-41.8%","-82.8%","15%"
"Australia",2016,-0.197943608696467,-0.397517516362197,0.0201696064714518,"-19.8%","-39.8%","2%"
"Bangladesh",2016,1.28657156408679,-1,Inf,"128.7%","-100%","Inf%"
"Belarus",2016,-0.076727267602632,-1,Inf,"-7.7%","-100%","Inf%"
"Bosnia and Herzegovina",2016,0.0863744517546499,-0.255489360365062,0.492236845158973,"8.6%","-25.5%","49.2%"
"Botswana",2016,-0.441097228925406,-0.608458126195901,-0.242961728377646,"-44.1%","-60.8%","-24.3%"
"Brazil",2016,0.149897395596774,3.80123830799628,Inf,"15%","380.1%","Inf%"
"Bulgaria",2016,-0.564183212028486,-0.847172824665424,-0.236228137474423,"-56.4%","-84.7%","-23.6%"
"Canada",2016,-0.263411561866148,-0.544968474799837,0.0609428101237006,"-26.3%","-54.5%","6.1%"
"Chile",2016,-0.0255352999398115,-0.661406412896153,1.00946570476267,"-2.6%","-66.1%","100.9%"
"China",2016,-0.215105197935124,-0.290738575250064,-0.136329605340382,"-21.5%","-29.1%","-13.6%"
"Colombia",2016,-0.0180965343096019,-1,1.41808081955784,"-1.8%","-100%","141.8%"
"Croatia",2016,0.547500881829868,-1,Inf,"54.8%","-100%","Inf%"
"Cuba",2016,0.0450313354395122,-0.203132243315313,0.321216023271757,"4.5%","-20.3%","32.1%"
"Curacao",2016,-0.040828592374738,-0.627400102779884,0.792160893157535,"-4.1%","-62.7%","79.2%"
"Cyprus",2016,-0.174785473619592,-1,Inf,"-17.5%","-100%","Inf%"
"Czech Republic",2016,0.175595694768541,-0.987198876190683,3.36436184877448,"17.6%","-98.7%","336.4%"
"Egypt",2016,0.00545942873017036,-0.867199258799964,1.51992421510563,"0.5%","-86.7%","152%"
"Estonia",2016,-0.586358679775667,-1,0.540345629245748,"-58.6%","-100%","54%"
"France",2016,-0.00972281836724775,-1,2.80609304468357,"-1%","-100%","280.6%"
"Georgia",2016,0.162485688215965,-1,Inf,"16.2%","-100%","Inf%"
"Germany",2016,-0.306742931073731,-1,Inf,"-30.7%","-100%","Inf%"
"Greece",2016,-0.117214676337483,-0.62144050760805,0.572177082102355,"-11.7%","-62.1%","57.2%"
"Guatemala",2016,-0.0448195433769806,-1,Inf,"-4.5%","-100%","Inf%"
"Honduras",2016,0.226182036116095,-2.66900599679684,Inf,"22.6%","-266.9%","Inf%"
"India",2016,0.201064595136685,0.0879471062049808,0.320613633471673,"20.1%","8.8%","32.1%"
"Indonesia",2016,0.21790693782818,-0.123554146845873,0.620287302641664,"21.8%","-12.4%","62%"
"Iran",2016,0.393147113884837,0.17374194090901,0.637025965230491,"39.3%","17.4%","63.7%"
"Iraq",2016,0.251135545090937,-0.177182898526606,0.785565418002277,"25.1%","-17.7%","78.6%"
"Israel",2016,0.439737513526079,-0.896421658891035,3.6223778597498,"44%","-89.6%","362.2%"
"Italy",2016,0.246108557061261,-1,Inf,"24.6%","-100%","Inf%"
"Jamaica",2016,0.43290595790104,-0.668556482098646,2.93264243983941,"43.3%","-66.9%","293.3%"
"Jordan",2016,-0.034865297988372,-60.3067628547426,Inf,"-3.5%","-6030.7%","Inf%"
"Kazakhstan",2016,-0.151467367385781,-0.452610993661457,0.210597180505894,"-15.1%","-45.3%","21.1%"
"Kuwait",2016,-0.268072384537888,-0.401641431126748,-0.125748989301722,"-26.8%","-40.2%","-12.6%"
"Lebanon",2016,0.281329127363072,-1,Inf,"28.1%","-100%","Inf%"
"Macedonia (FYROM)",2016,-0.0571952719382932,-1,Inf,"-5.7%","-100%","Inf%"
"Mali",2016,-0.414807075060316,-1,Inf,"-41.5%","-100%","Inf%"
"Mexico",2016,0.26034001273066,0.0974214742311714,0.437949871250244,"26%","9.7%","43.8%"
"Morocco",2016,0.0155322181573669,-0.439486271054493,0.574194486935135,"1.6%","-43.9%","57.4%"
"Namibia",2016,-0.562494569835961,-0.917495191350255,-0.0833335576821191,"-56.2%","-91.7%","-8.3%"
